WKT,name,description
"LINESTRING (96.197672 19.901912, 96.19785 19.891434, 96.198277 19.885354, 96.19659 19.880906, 96.195639 19.866623, 96.192567 19.849359, 96.19079 19.838947, 96.190981 19.820636, 96.190441 19.808805)",,
"LINESTRING (96.192473 19.787742, 96.193704 19.780417, 96.193514 19.772902, 96.196861 19.766281, 96.19719 19.764838)",,
"LINESTRING (96.946149 20.660737, 96.931016 20.661025, 96.932036 20.684928, 96.930822 20.68556, 96.928939 20.688691, 96.928167 20.696278, 96.926579 20.70226, 96.925291 20.708683, 96.925678 20.717233, 96.924664 20.721255, 96.925249 20.724057, 96.929755 20.737623, 96.936458 20.758822, 96.936659 20.760485)",,
"LINESTRING (97.241115 20.328759, 97.236161 20.329313, 97.231091 20.331937, 97.218822 20.338769, 97.216236 20.342817, 97.213816 20.35148, 97.210401 20.356627, 97.207696 20.36626, 97.205102 20.370768, 97.197126 20.380604, 97.197916 20.38812, 97.198757 20.389649, 97.197982 20.39537, 97.196862 20.397485, 97.194498 20.407438, 97.190723 20.421334, 97.189168 20.426096, 97.188779 20.435524, 97.187215 20.4358, 97.180031 20.435038, 97.174685 20.433872, 97.169923 20.433969, 97.165017 20.43613, 97.159069 20.43424, 97.153193 20.434578, 97.148633 20.436686, 97.146626 20.43829, 97.142473 20.439946, 97.141998 20.442307, 97.140426 20.444508, 97.135995 20.443813, 97.134719 20.44823, 97.131859 20.45132, 97.13107 20.453486, 97.130898 20.458401, 97.127986 20.463701, 97.124475 20.471673, 97.121271 20.47483, 97.119763 20.477643, 97.115795 20.478881, 97.113228 20.480848, 97.110789 20.48032, 97.1087 20.480903, 97.104279 20.480802, 97.101041 20.479808, 97.094188 20.482076, 97.091379 20.484157, 97.090573 20.486295, 97.090397 20.490722, 97.089435 20.496172, 97.090421 20.498745, 97.090027 20.502682, 97.08885 20.50658, 97.089127 20.509243, 97.087221 20.512898, 97.085626 20.519565, 97.084433 20.522267, 97.081537 20.525523, 97.08077 20.528047, 97.077905 20.528961, 97.073069 20.529026, 97.070108 20.52841, 97.067451 20.529246, 97.066839 20.530347, 97.066171 20.535213, 97.066102 20.541459, 97.066887 20.548206, 97.066434 20.550733, 97.065054 20.553204, 97.062487 20.55931, 97.063082 20.563511, 97.06279 20.569015, 97.063098 20.57182, 97.060849 20.573308, 97.059459 20.575641, 97.061488 20.584541, 97.062635 20.585466, 97.062608 20.588429, 97.061654 20.590803, 97.061106 20.595678, 97.061093 20.601819, 97.063081 20.611578, 97.063947 20.613297, 97.066767 20.615411, 97.068309 20.618592, 97.070836 20.621612, 97.074015 20.627306, 97.074894 20.630411, 97.077663 20.635414, 97.077271 20.63813, 97.075533 20.641076, 97.075097 20.647437, 97.073309 20.654155, 97.073313 20.657682, 97.072365 20.659785, 97.067929 20.665407, 97.067178 20.66981, 97.066071 20.671587, 97.065207 20.676146, 97.062615 20.682557, 97.062083 20.684935, 97.060347 20.686865, 97.060649 20.691945, 97.058812 20.705106, 97.058197 20.716211, 97.056237 20.721236, 97.056545 20.72925, 97.056032 20.731884, 97.053729 20.733897, 97.051305 20.740534, 97.05063 20.745457, 97.0482 20.753452, 97.043697 20.758489, 97.041849 20.759388, 97.035681 20.759764, 97.035765 20.762373, 97.036662 20.764429, 97.03534 20.767113, 97.035854 20.768937, 97.039204 20.770425)",,
"LINESTRING (95.388468 16.063924, 95.388496 16.06732, 95.384981 16.076714, 95.379267 16.091227, 95.374718 16.102133, 95.37538 16.123884, 95.379264 16.127749, 95.389684 16.134456, 95.390218 16.135881, 95.3898 16.14259, 95.387281 16.150667, 95.386133 16.157737, 95.387348 16.163905)",,
"LINESTRING (97.492794 25.722859, 97.499297 25.724363, 97.502042 25.726738, 97.504608 25.727257, 97.505613 25.73044, 97.505261 25.732932, 97.502682 25.738876)",,
"GEOMETRYCOLLECTION (LINESTRING (97.838355 25.982414, 97.836132 25.983788, 97.837127 25.98768, 97.835893 25.990964, 97.832296 25.993235, 97.829433 25.993213, 97.825717 25.994336, 97.822322 25.996315, 97.821199 25.999598, 97.823299 26.004576, 97.824497 26.009317, 97.823154 26.011612, 97.823115 26.01762, 97.824134 26.018883, 97.824433 26.021655, 97.826776 26.022515, 97.829395 26.022514, 97.830676 26.027, 97.833133 26.028187, 97.83523 26.034914, 97.833955 26.036168, 97.834442 26.038374, 97.83643 26.041752, 97.838478 26.043537, 97.839214 26.049104, 97.83825 26.050861, 97.838096 26.058122, 97.839755 26.060601, 97.839681 26.065135, 97.840202 26.067606, 97.837359 26.068707), LINESTRING (97.837359 26.068707, 97.836349 26.069068), LINESTRING (97.837359 26.068707, 97.837987 26.074342, 97.839618 26.078583, 97.839116 26.081523, 97.842188 26.084044, 97.840715 26.086269, 97.836746 26.086948, 97.832777 26.08836, 97.831268 26.087186, 97.831544 26.085271, 97.830314 26.083832, 97.828184 26.083528, 97.825151 26.084774, 97.824729 26.087307, 97.821533 26.08853, 97.821628 26.090772, 97.819878 26.093635, 97.815925 26.09677, 97.815256 26.099634, 97.813572 26.101586, 97.810078 26.104089, 97.809622 26.106355, 97.80803 26.108654, 97.804674 26.110024, 97.803612 26.113263, 97.802418 26.114688, 97.799346 26.115136, 97.797144 26.118724, 97.798529 26.122455, 97.796249 26.123768, 97.79589 26.125818, 97.797307 26.129476, 97.795016 26.129957, 97.794351 26.132755, 97.792927 26.132815, 97.791511 26.136194, 97.789037 26.138119, 97.786038 26.139412, 97.783781 26.141593, 97.783663 26.143872, 97.785274 26.149459, 97.785175 26.152459, 97.781921 26.151112, 97.779801 26.154121, 97.773262 26.157436, 97.769691 26.163433, 97.76716 26.162128, 97.765783 26.162878, 97.762925 26.166306, 97.761735 26.169446, 97.762588 26.171481, 97.755598 26.173602, 97.752737 26.176098, 97.752313 26.179308, 97.754692 26.181801, 97.75605 26.185858, 97.759129 26.186893, 97.761562 26.185975, 97.763137 26.187695, 97.766449 26.186663, 97.770987 26.189747, 97.77585 26.189675, 97.777706 26.193179, 97.779911 26.193692, 97.780226 26.19589, 97.783223 26.199599, 97.783071 26.201577, 97.780739 26.202697, 97.785282 26.206082, 97.786615 26.208891, 97.791886 26.214367, 97.793039 26.216329, 97.791258 26.218663, 97.791634 26.222554, 97.79 26.223499, 97.789593 26.226467, 97.790283 26.22822, 97.789238 26.229482, 97.789774 26.234203, 97.791302 26.234226, 97.794189 26.237801, 97.7954 26.242369, 97.798967 26.245483, 97.800471 26.246069, 97.804597 26.245007, 97.805881 26.243929, 97.807827 26.244981, 97.810778 26.242993, 97.814381 26.243978))",,
"LINESTRING (96.121879 16.862145, 96.123157 16.864371, 96.125199 16.865977, 96.128117 16.866615, 96.132998 16.866756, 96.137141 16.867576, 96.141071 16.864694, 96.143037 16.864766)",,
"LINESTRING (94.308398 24.246907, 94.311241 24.246352, 94.310168 24.243746, 94.305727 24.237769, 94.299622 24.231828, 94.300205 24.230012, 94.303624 24.224755, 94.30401 24.22314, 94.301343 24.196776, 94.29975 24.194042, 94.296277 24.179946, 94.293408 24.172883, 94.294501 24.169865, 94.290729 24.156893, 94.287095 24.147022, 94.285482 24.141628, 94.28097 24.124336, 94.276726 24.112381, 94.274974 24.085896, 94.274481 24.080175, 94.272499 24.078459, 94.271777 24.07132, 94.254723 24.052358, 94.254212 24.04597, 94.24195 24.032825, 94.239995 24.030456, 94.237505 24.028848, 94.231069 24.022156, 94.226848 24.013806, 94.224168 24.009332, 94.219406 24.003321, 94.215905 23.995295, 94.212426 23.989034, 94.209045 23.987204, 94.209124 23.983103, 94.207999 23.982596, 94.202394 23.973611, 94.201648 23.971882, 94.201208 23.962889, 94.195337 23.951398, 94.194901 23.943496, 94.195913 23.940063, 94.195888 23.937998, 94.196893 23.934086, 94.196112 23.933164, 94.190683 23.931897, 94.190134 23.931056, 94.19042 23.925988, 94.185964 23.920681, 94.184888 23.917813, 94.174453 23.886988, 94.175983 23.884553, 94.174681 23.880956, 94.172032 23.879397, 94.170533 23.875413, 94.159273 23.852, 94.156775 23.850129, 94.157042 23.848088, 94.149657 23.837439, 94.146046 23.830173, 94.146142 23.823173, 94.145817 23.82164, 94.146712 23.813026, 94.14683 23.799007, 94.142973 23.795672, 94.142093 23.793171, 94.143894 23.78397, 94.155611 23.76113, 94.155221 23.748101, 94.155727 23.746884, 94.158795 23.744833, 94.158957 23.735484, 94.160159 23.733699, 94.151018 23.710899, 94.150952 23.701333, 94.144831 23.692163, 94.143177 23.689069, 94.141883 23.678883, 94.138438 23.669198, 94.136946 23.663022, 94.135366 23.660518, 94.133733 23.654279, 94.127583 23.632089, 94.127421 23.62768, 94.12667 23.624556, 94.123382 23.613937, 94.123322 23.613055, 94.124774 23.598675, 94.124005 23.596719, 94.125696 23.57937, 94.12818 23.566727, 94.12793 23.5629, 94.128967 23.559126, 94.126999 23.55698, 94.127127 23.540398, 94.122266 23.527546, 94.119832 23.519774, 94.121118 23.515705, 94.121091 23.513369, 94.119461 23.511812, 94.117543 23.511473, 94.116742 23.50965, 94.118728 23.504783, 94.118921 23.502075, 94.121323 23.496177, 94.121474 23.488026, 94.122683 23.486185, 94.121453 23.481536, 94.122517 23.478721, 94.12181 23.47663, 94.116901 23.470256, 94.115064 23.461272, 94.113847 23.458752, 94.113716 23.454334, 94.110618 23.450597, 94.109751 23.443287, 94.110741 23.439678, 94.109132 23.434255, 94.109581 23.431151, 94.107729 23.428456, 94.107775 23.425156, 94.105644 23.419495, 94.105334 23.410498, 94.103534 23.406577, 94.101939 23.39657, 94.099319 23.393462, 94.099018 23.387654, 94.100987 23.380763, 94.100971 23.375972, 94.099913 23.37327, 94.101373 23.366378, 94.100769 23.35587, 94.100345 23.344571, 94.099494 23.341611, 94.097722 23.331505, 94.096283 23.328721, 94.097474 23.325905, 94.10308 23.319811, 94.103998 23.312742, 94.105784 23.304982, 94.109083 23.302962, 94.111529 23.302411, 94.113733 23.298144, 94.111427 23.294513, 94.1114 23.291753, 94.11316 23.289921, 94.112736 23.283264, 94.112601 23.272137, 94.114539 23.258762, 94.116641 23.252956, 94.118878 23.241826, 94.118084 23.238716, 94.118502 23.236932, 94.121523 23.234359, 94.127923 23.234334, 94.131136 23.23255)",,
"LINESTRING (99.926021 20.470346, 99.920518 20.468307, 99.916677 20.467935, 99.914402 20.466648, 99.912096 20.463261, 99.908276 20.459381, 99.90715 20.455722, 99.905025 20.452435, 99.897813 20.452359, 99.893148 20.453269, 99.883427 20.449693, 99.879139 20.44634, 99.872909 20.444696, 99.869347 20.446445, 99.864932 20.446264, 99.858893 20.441096, 99.856862 20.44205, 99.85361 20.44201, 99.85208 20.441097, 99.846949 20.444088, 99.845859 20.445638, 99.842522 20.445332, 99.838756 20.44828, 99.830949 20.445665, 99.830516 20.443862, 99.828801 20.44307, 99.826941 20.440204, 99.821248 20.439987, 99.818892 20.438715, 99.814609 20.438973, 99.813288 20.437587, 99.808751 20.439381, 99.80775 20.436137, 99.803685 20.433922, 99.801719 20.430169, 99.799702 20.43475, 99.793344 20.432714, 99.786805 20.428945, 99.785225 20.429042, 99.783436 20.430653, 99.781661 20.430104, 99.780397 20.428318, 99.777153 20.429781, 99.772367 20.433378, 99.769268 20.432722, 99.767486 20.43364, 99.766718 20.437507, 99.763903 20.437404, 99.761539 20.438522, 99.759128 20.437374, 99.756746 20.438236, 99.75468 20.436087, 99.752674 20.437473, 99.75065 20.4357, 99.748219 20.434868, 99.739714 20.430361, 99.736913 20.430729, 99.734135 20.42916, 99.733258 20.427638, 99.732869 20.423212, 99.728973 20.422049, 99.726973 20.420455, 99.723179 20.42009, 99.720742 20.419119, 99.716363 20.418493, 99.712737 20.421519, 99.712936 20.423752, 99.71061 20.427132, 99.706109 20.426487, 99.703805 20.427016, 99.698511 20.420487, 99.695957 20.418431, 99.693482 20.417539, 99.690702 20.41437, 99.692771 20.413119, 99.691884 20.41013, 99.688611 20.409179, 99.684918 20.410616, 99.683208 20.408781, 99.679276 20.406612, 99.679211 20.405744, 99.683765 20.399293, 99.684325 20.396836, 99.686298 20.394911, 99.684885 20.392437, 99.685031 20.389197, 99.681169 20.390773, 99.673953 20.391655, 99.672752 20.392615, 99.67072 20.391579, 99.669812 20.389455, 99.665606 20.389664, 99.663435 20.391603, 99.655743 20.393466, 99.655502 20.39594, 99.651721 20.399486, 99.649648 20.398285, 99.647021 20.397821, 99.642616 20.400296, 99.640278 20.399166, 99.637876 20.400157, 99.636205 20.402276, 99.633246 20.401891, 99.631255 20.40374, 99.628754 20.4042, 99.626813 20.407145, 99.623433 20.40637, 99.621792 20.404581, 99.619485 20.405435, 99.620483 20.408462, 99.618809 20.410342, 99.616535 20.411036, 99.615118 20.413821, 99.611535 20.413138, 99.605645 20.415239, 99.605397 20.416103, 99.608991 20.41742, 99.609099 20.423414, 99.610236 20.426268, 99.608873 20.427676, 99.604324 20.42479, 99.602705 20.424329, 99.598027 20.426259, 99.591193 20.426068, 99.589574 20.426671, 99.586612 20.425304, 99.58466 20.425435, 99.581216 20.422619, 99.577847 20.425143, 99.574017 20.425998, 99.569563 20.426218, 99.56449 20.417954, 99.563964 20.412906, 99.559554 20.413268, 99.556497 20.414425, 99.554624 20.413806, 99.551561 20.414907, 99.543895 20.419869, 99.541562 20.420111, 99.54043 20.423006, 99.540375 20.42669, 99.538348 20.430643, 99.534475 20.432206, 99.531278 20.428858, 99.529755 20.42834, 99.527936 20.429471, 99.525286 20.429295, 99.522448 20.430044, 99.518484 20.429366, 99.514611 20.429697, 99.513211 20.426621, 99.507879 20.425852, 99.506473 20.426933, 99.505969 20.430813, 99.504596 20.433141, 99.503383 20.438203, 99.499027 20.443109, 99.499612 20.446341, 99.498968 20.449568, 99.497085 20.45197, 99.49577 20.455503, 99.494943 20.460436, 99.481715 20.469619, 99.478283 20.469336, 99.474993 20.466628, 99.471251 20.466475, 99.467892 20.464847, 99.464981 20.465766, 99.463935 20.464469, 99.460799 20.464742, 99.460055 20.463606, 99.455259 20.463578, 99.454519 20.461748, 99.452395 20.459784, 99.447978 20.45787, 99.445381 20.458595, 99.441688 20.456333, 99.438961 20.457726, 99.438469 20.455333, 99.43698 20.455508, 99.433722 20.457993, 99.430139 20.457819, 99.428464 20.455944, 99.426416 20.451802, 99.426742 20.449621, 99.426183 20.445435, 99.423159 20.446744, 99.420925 20.450712, 99.419296 20.449273, 99.417109 20.44997, 99.415945 20.447223, 99.414037 20.446177, 99.412781 20.447005, 99.407848 20.447485, 99.406731 20.448531, 99.400681 20.447616, 99.399378 20.449491, 99.397005 20.447703, 99.397657 20.441729, 99.394771 20.440377, 99.394539 20.442688, 99.392444 20.445653, 99.391281 20.44936, 99.387512 20.452892, 99.38551 20.456511, 99.38202 20.457383, 99.376948 20.465056, 99.374667 20.469722, 99.371456 20.474038, 99.368338 20.473209, 99.364197 20.473863, 99.361544 20.474953, 99.359357 20.476741, 99.355681 20.474692, 99.353726 20.475433, 99.348514 20.474038, 99.346559 20.474561, 99.34521 20.473558, 99.342185 20.474561, 99.339067 20.476828, 99.336368 20.474604, 99.335018 20.475128, 99.33311 20.478179, 99.329899 20.478485, 99.327526 20.477656, 99.326362 20.476174, 99.32115 20.476741, 99.316543 20.475215, 99.314775 20.475607, 99.310003 20.478767, 99.299955 20.489343, 99.293437 20.493922, 99.289278 20.49844, 99.286676 20.50017, 99.282476 20.501491, 99.281281 20.503218, 99.280467 20.511648, 99.279565 20.515959, 99.279641 20.519126, 99.278929 20.520733, 99.274823 20.525722, 99.271263 20.528722, 99.267475 20.529269, 99.260457 20.525995, 99.250353 20.529331)",,
